PrimaryIDNo,TrackNo,CompanyName,DBA,Title1,Title2,textbox17,Address1,Address2,City,State,Zip,Phone,AltPhone,Fax,Website,Email,MailGroupDesc,PrimaryAddress,ComplaintAddress,CoServiceDesc
30031,EL010037,CPS ENERGY,CITY PUBLIC SERVICE BOARD OF SAN ANTONIO,CPS ENERGY,DEVI KUMAR-NAMBIAR,"VICE PRESIDENT, DEPUTY GENERAL COUNSEL",500 MCCULLOUGH AVE,CT: 1201,SAN ANTONIO,TX,78215,2103532069,8008701006,2103536832,www.citypublicservice.com,sdkumar-namb@cpsenergy.com,Contact,False,True,MUNI
30041,EL120009,CROSBYTON,,"CROSBYTON, CITY OF",XX,XX,XX,XX,XX,TX,XXXXX,8000000000,8000000000,,,,Company / Physical,True,False,MUNI
30042,EL010042,CUERO ELECTRIC UTILITY,,CUERO ELECTRIC UTILITY,WAYNE BERGER,CITY MANAGER,212 EAST MAIN STREET,,CUERO,TX,77954,3612758716,3612756114,,,citymanager@cityofcuero.com,Company / Physical,False,False,MUNI
30042,EL010042,CUERO ELECTRIC UTILITY,,CUERO ELECTRIC UTILITY,WAYNE BERGER,CITY MANAGER,P O  BOX 660,,CUERO,TX,77954,3612758716,,,cityofcuero.com,citymanager@cityofcuero.com,Mailing / PO Box,True,False,MUNI
30042,EL010042,CUERO ELECTRIC UTILITY,,CUERO ELECTRIC UTILITY,WAYNE BERGER,DIRECTOR OF UTILITIES,PO BOX 660,,CUERO,TX,77954,3612756114,3612756114,,cityofcuero.com,wberger@cityofcuero.com,Contact,False,True,MUNI
30046,EL010045,DENTON MUNICIPAL ELECTRIC,,DENTON MUNICIPAL ELECTRIC,CHRISTOPHER LUTRICK,EXECUTIVE MANAGER OF OPERATIONS,1659 SPENCER RD.,,DENTON,TX,76205,9403497653,9403497000,,https://www.cityofdenton.com/331/Denton-Municipal-Electric-DME,Customer.Service@cityofdenton.com,Company / Physical,True,False,MUNI
30046,EL010045,DENTON MUNICIPAL ELECTRIC,,DENTON MUNICIPAL UTILITIES,,BILLING/CUSTOMER SERVICE,601 E HICKORY STREET,,DENTON,TX,76205,9403498700,,,,Customer.Service@cityofdenton.com,Contact,False,True,MUNI
30051,EL010049,ELECTRA ELECTRIC DEPARTMENT,,ELECTRA MUNICIPAL UTILITIES,KIM CRYER,INTERIM CITY ADMINISTRATOR,100 S MAIN,,ELECTRA,TX,76360,9404952146,9404952211,9404953025,,kim.cryer@cityofelectra.com,Company / Physical,False,False,MUNI
30051,EL010049,ELECTRA ELECTRIC DEPARTMENT,,ELECTRA ELECTRIC DEPARTMENT,KIM CRYER,CITY ADMINISTRATOR,100 S MAIN ST,,ELECTRA,TX,76360,9402492149,,9404953025,,kim.cryer@cityofelectra.com,Contact,False,True,MUNI
30056,EL010053,FARMERSVILLE MUNICIPAL LIGHT & POWER,,FARMERSVILLE MUNICIPAL LIGHT & POWER,BENJAMIN WHITE,CITY MANAGER,205 S  MAIN ST,,FARMERSVILLE,TX,75442,9727826151,9727826151,9727826604,,b.white@farmersvilletx.com,Company / Physical,True,False,MUNI
30058,EL010059,FLATONIA ELECTRIC DEPARTMENT,,FLATONIA ELECTRIC DEPT,JACKIE OTT,CITY SECRETARY,125 E  SOUTH MAIN STREET,,FLATONIA,TX,78941,3618653548,3618653548,3618652817,https://www.flatoniatx.gov/page/homepage,citysecretary@ci.flatonia.tx.us,Company / Physical,False,False,MUNI
30058,EL010059,FLATONIA ELECTRIC DEPARTMENT,,FLATONIA ELECTRIC DEPT,,CITY MANAGER,P O  BOX 329,,FLATONIA,TX,78941,3618653548,3618653548,3618652817,https://www.flatoniatx.gov/page/homepage,manager@ci.flatonia.tx.us,Mailing / PO Box,True,False,MUNI
30058,EL010059,FLATONIA ELECTRIC DEPARTMENT,,FLATONIA ELECTRIC DEPARTMENT,JACKIE OTT,CITY SECRETARY,PO BOX 329,,FLATONIA,TX,78941,3618653548,,,,citysecretary@ci.flatonia.tx.us,Contact,False,True,MUNI
30059,EL010057,FLORESVILLE ELECTRIC LIGHT & POWER SYSTEM,,FLORESVILLE ELECTRIC LIGHT & POWER SYSTEM,"J. AARON WAGNER, P.E.",CHIEF EXECUTIVE OFFICER,187 STATE HIGHWAY 97 E,,FLORESVILLE,TX,78114,8302167000,8302167000,8303930362,WWW.FELPS.US,aaron.wagner@felps.us,Company / Physical,True,False,MUNI
30059,EL010057,FLORESVILLE ELECTRIC LIGHT & POWER SYSTEM,,FLORESVILLE ELECTRIC LIGHT & POWER SYSTEM,MARK CROWSON,CHIEF EXECUTIVE OFFICER,187 STATE HIGHWAY 97 E,,FLORESVILLE,TX,78114,8302167000,8303934021,8303930362,WWW.FELPS.US,generalmanager@felps.us,Company / Physical,False,False,MUNI
30059,EL010057,FLORESVILLE ELECTRIC LIGHT & POWER SYSTEM,,FLORESVILLE ELECTRIC LIGHT & POWER SYSTEM,J. AARON WAGNER,CHIEF EXECUTIVE OFFICER,187 STATE HIGHWAY 97 E ,,FLORESVILLE,TX,78114,8302167000,,8303930362,www.felps.us,ceo@felps.us,Contact,False,True,MUNI
30060,EL010060,FLOYDADA ELECTRIC DEPARTMENT,,FLOYDADA ELECTRIC DEPT,DARRELL GOOCH,CITY MANAGER,114 W  VIRGINIA,,FLOYDADA,TX,79235-2717,8069832834,0000000000,8069835542,,floydada-cm@suddenlinkmail.com,Company / Physical,False,False,MUNI
30060,EL010060,FLOYDADA ELECTRIC DEPARTMENT,,** COPY RECORD ** FLOYDADA ELECTRIC DEPT,DARRELL GOOCH,CITY MANAGER,114 W VIRGINIA STREET,,FLOYDADA,TX,79235-2717,8069832834,,8069835542,,floydada-cm@suddenlinkmail.com,Mailing / PO Box,False,False,MUNI
30060,EL010060,FLOYDADA ELECTRIC DEPARTMENT,,** COPY RECORD ** FLOYDADA ELECTRIC DEPT,DARRELL GOOCH,CITY MANAGER,114 W VIRGINIA STREET,,FLOYDADA,TX,79235-2717,8069832834,,8069835542,,floydada-cm@suddenlinkmail.com,Mailing / PO Box,False,False,MUNI
30060,EL010060,FLOYDADA ELECTRIC DEPARTMENT,,FLOYDADA ELECTRIC DEPT,DARRELL GOOCH,CITY MANAGER,114 W VIRGINIA STREET,,FLOYDADA,TX,79235-2717,8069832834,,8069835542,,floydada-cm@suddenlinkmail.com,Mailing / PO Box,True,False,MUNI
30060,EL010060,FLOYDADA ELECTRIC DEPARTMENT,,FLOYDADA POWER AND LIGHT,DARRELL GOOCH,CITY MANAGER,114 W  VIRGINIA ST ,,FLOYDADA,TX,79235-2717,8069832834,,8969835542,,FLOYDADA-CM@SUDDENLINKMAIL.COM,Contact,False,True,MUNI
30062,EL010061,FREDERICKSBURG ELECTRIC UTILITY,,FREDERICKSBURG ELECTRIC UTILITY,CRAIG WALLENDORF,,126 WEST  MAIN STREET ,,FREDERICKSBURG,TX,78624,8309977521,8309902000,8309971861,,cwallendorf@fbgtx.com,Company / Physical,True,False,MUNI
30062,EL010061,FREDERICKSBURG ELECTRIC UTILITY,,FREDERICKSBURG ELECTRIC UTILITY,KYLE TREIBS,ASSISTANT SUPERINTEDENT ELECTRIC DEPARTMENT,126 W  MAIN,,FREDERICKSBURG,TX,78624,8308895813,,,,ktreibs@fbgtx.org,Contact,False,True,MUNI
30063,EL010063,GARLAND POWER & LIGHT SYSTEM,,GARLAND POWER & LIGHT SYSTEM,DARRELL CLINE,GENERAL MANAGER & CEO,217 N. FIFTH ST.,,GARLAND,TX,75040,9722052650,9722053000,9722052636,www.gpltexas.org,info@gpltexas.org,Company / Physical,False,False,MUNI
30063,EL010063,GARLAND POWER & LIGHT SYSTEM,,GARLAND POWER & LIGHT SYSTEM,DARRELL CLINE,GENERAL MANAGER & CEO,P O  BOX 469002,,GARLAND,TX,75046,9722052650,,9722052636,www.gpltexas.org,info@gpltexas.org,Mailing / PO Box,True,False,MUNI
30063,EL010063,GARLAND POWER & LIGHT SYSTEM,,GARLAND POWER & LIGHT SYSTEM,KEVIN SLAY,CUSTOMER SERVICE DIRECTOR,217 N. FIFTH ST.,,GARLAND,TX,75040,9722052650,,9722052636,www.gpltexas.org,kslay@garlandtx.gov,Contact,False,True,MUNI
,EL010064,GARRISON ELECTRIC DEPARTMENT,,GARRISON ELECTRIC DEPARTMENT,,,129 W  GREENWOOD ST ,,GARRISON,TX,75946,4093472201,,4093472201,,,Company / Physical,True,False,MUNI
30065,EL010068,GEORGETOWN UTILITY SYSTEMS,,GEOGETOWN UTILITY SYSTEMS,DAVID MORGAN,CITY MANAGER,808 MARTIN LUTHER KING JR ST,,GEORGETOWN,TX,78626,5129303741,5129303652,,www.georgetown.org,david.morgan@georgetown.org,Company / Physical,True,False,MUNI
30065,EL010068,GEORGETOWN UTILITY SYSTEMS,,GEOGETOWN UTILITY SYSTEMS,DAVID MORGAN,CITY MANAGER,PO BOX 409,,GEORGETOWN,TX,78627-0409,5129303741,5129303652,5129303622,www.georgetown.org,david.morgan@georgetown.org,Mailing / PO Box,False,False,MUNI
30065,EL010068,GEORGETOWN UTILITY SYSTEMS,,GEORGETOWN UTILITY SYSTEMS,LETICIA ZAVALA,CUSTOMER CARE DIRECTOR,300-1 INDUSTRIAL AVE,,GEORGETOWN,TX,78626,5129303675,5129303558,,,leticia.zavala@georgetown.org,Contact,False,True,MUNI
30066,EL010070,GIDDINGS LIGHT & POWER SYSTEM,,GIDDINGS LIGHT & POWER SYSTEM,,,118 E  RICHMOND ST,,GIDDINGS,TX,78942,9795402710,9795402710,,,hgarner@giddings.net,Company / Physical,True,False,MUNI
30067,EL010073,GOLDSMITH CITY GOVERNMENT,,GOLDSMITH CITY GOVERNMENT,BENNIE COPE,UTILITY MANAGER,206 WEST GULF STREET,,GOLDSMITH,TX,79741-0629,4328273404,4328273404,4328273937,,bennie2559@aol.com,Company / Physical,False,False,MUNI
30067,EL010073,GOLDSMITH CITY GOVERNMENT,,GOLDSMITH CITY GOVERNMENT,SHANNA BAVOUSETT,CITY SECRETARY,P O  BOX 629,,GOLDSMITH,TX,79741-0629,4328273404,4328273404,4328273937,,cityofgoldsmith@aol.com,Mailing / PO Box,True,False,MUNI
30067,EL010073,GOLDSMITH CITY GOVERNMENT,,GOLDSMITH CITY GOVERNMENT,VICKIE EMFINGER,CITY SECRETARY,P O  BOX 629,,GOLDSMITH,TX,79741,4328273404,,4328273937,,vickie0323@aol.com,Contact,False,True,MUNI
30068,EL010071,GOLDTHWAITE UTILITIES,,GOLDTHWAITE UTILITIES,,,1218 FISHER ST,,GOLDTHWAITE,TX,76844,3256483186,3256483186,3256482570,,city@centex.net,Company / Physical,False,False,MUNI
30068,EL010071,GOLDTHWAITE UTILITIES,,GOLDTHWAITE UTILITIES,ROBERT E LINDSEY,CITY MANAGER,P O  BOX 450,,GOLDTHWAITE,TX,76844,3256483186,,3256482570,,citymgr@centex.net,Mailing / PO Box,True,False,MUNI
30069,EL010072,GONZALES ELECTRIC SYSTEM,,"GONZALES - GONZALES, TX",TIMOTHY L. CROW,CITY MANAGER,820 SAINT JOSEPH STREET,,GONZALES,TX,78629,8306722815,8006722815,8306722813,,citymanager@gonzales.texas.gov,Company / Physical,False,False,MUNI
30069,EL010072,GONZALES ELECTRIC SYSTEM,,GONZALES ELECTRIC SYSTEM,TIMOTHY L. CROW,CITY MANAGER,P O  BOX 547,,GONZALES,TX,78629,8306722815,8006722815,,,citymanager@gonzales.texas.gov,Mailing / PO Box,True,False,MUNI
30070,EL010074,GRANBURY MUNICIPAL ELECTRIC DEPARTMENT,,GRANBURY MUNICIPAL ELECTRIC DEPARTMENT,CHRIS COFFMAN,CITY MANAGER,116 WEST BRIDGE ST.,,GRANBURY,TX,76048,8175737030,8175737030,8175735591,https://www.granbury.org/,ccoffman@granbury.org,Company / Physical,True,False,MUNI
30070,EL010074,GRANBURY MUNICIPAL ELECTRIC DEPARTMENT,,GRANBURY MUNICIPAL ELECTRIC DEPARTMENT,CHRIS COFFMAN,CITY MANAGER,116 WEST BRIDGE ST,,GRANBURY,TX,76048,81757371114,8175737030,8175735591,https://www.granbury.org/,ccoffman@granbury.org,Contact,False,True,MUNI
30073,EL010076,GREENVILLE ELECTRIC UTILITY SYSTEM,GEUS,GREENVILLE ELECTRIC UTILITY SYSTEM,WILLIAM SHEPHERD,GENERAL MANAGER,6000 JOE RAMSEY BLVD,,GREENVILLE,TX,75402,9034572811,9034572811,9034572893,www.geus.org,wshepherd@geus.org,Company / Physical,True,False,MUNI
30073,EL010076,GREENVILLE ELECTRIC UTILITY SYSTEM,GEUS,GREENVILLE ELECTRIC UTILITY SYSTEM,MICAH HARRIS,CUSTOMER SERVICE MANAGER,2810 WESLEY ST,,GREENVILLE,TX,75401,9034572800,,9034572893,www.geus.org,customerservice@geus.org,Contact,False,True,MUNI
30078,EL010078,HALLETTSVILLE MUNICIPAL UTILITIES,,HALLETTSVILLE MUNICIPAL UTILITIES,GRACE WARD,CITY ADMINISTRATOR/SECRETARY,101 N  MAIN STREET,,HALLETTSVILLE,TX,77964,3617983681,3617982201,3617985952,cityofhallettsville.org,cityadmin@cityofhallettsville.org,Company / Physical,True,False,MUNI
30078,EL010078,HALLETTSVILLE MUNICIPAL UTILITIES,,HALLETTSVILLE MUNICIPAL UTILITIES,GRACE WARD,CITY ADMINISTRATOR/ SECRETARY,101 N  MAIN,,HALLETTSVILLE,TX,77964,3617983681,,3617985083,,CITYADMIN@CITYOFHALLETTSVILLE.ORG,Contact,False,True,MUNI
30078,EL010078,HALLETTSVILLE MUNICIPAL UTILITIES,,HALLETTSVILLE MUNICIPAL UTILITIES,ALICE JO SUMMERS,,101 N  MAIN,,HALLETTSVILLE,TX,77964,3617983681,,3617985952,,AJSUMMERS3196@ATT.NET,Contact,False,True,MUNI
30078,EL010078,HALLETTSVILLE MUNICIPAL UTILITIES,,HALLETTSVILLE MUNICIPAL UTILITIES,OTTO CERVENKA,DIRECTOR OF PUBLIC WORKS,101 N  MAIN,,HALLETTSVILLE,TX,77964,3617982201,,3617985324,,OCERVENKA@CITYOFHALLETTSVILLE.ORG,Contact,False,True,MUNI
30081,EL010079,HEARNE MUNICIPAL ELECTRIC SYSTEM,,HEARNE MUNICIPAL ELECTRIC SYSTEM,,,210 CEDAR ST   BLDG  B,,HEARNE,TX,77859,4092793461,,4092792431,,,Company / Physical,True,False,MUNI
30081,EL010079,HEARNE MUNICIPAL ELECTRIC SYSTEM,,Dorothy Cooper,City Secretary,,,,,TX,,,,,,citymanager@cityofhearne.com; publicworks@cityofhearne.com; cityssecretary@cityofhearne.com,Contact,False,True,MUNI
,EL010085,HEMPHILL CITY GOVERNMENT,,HEMPHILL CITY GOVERNMENT,,,210 STARR ST ,,HEMPHILL,TX,75948,4097872251,,4097872259,,,Company / Physical,False,False,MUNI
,EL010085,HEMPHILL CITY GOVERNMENT,,HEMPHILL CITY GOVERNMENT,,,P O  BOX 788,,HEMPHILL,TX,75948,4097872251,,,,,Mailing / PO Box,True,False,MUNI
,EL010085,HEMPHILL CITY GOVERNMENT,,,,,,,,TX,,,,,,hemphill2@sabinenet.com,Contact,False,True,MUNI
30082,EL010082,HEMPSTEAD ELECTRIC DEPARMENT,,CITY OF HEMPSTEAD,KATHERINE WARD,MAYOR,1125 AUSTIN ST,,HEMPSTEAD,TX,77445,9798262486,9798262486,9798266703,https://www.hempsteadcitytx.com/,KWARD@HELPSTEADCITYTX.GOV,Company / Physical,True,False,MUNI
